1,31-Dec, 1969 19:00:01.648102000 EST,,,,00:00:00:00:00:01,ff:ff:ff:ff:ff:ff
2,31-Dec, 1969 19:00:02.004000000 EST,,,,00:00:00:00:00:02,ff:ff:ff:ff:ff:ff
3,31-Dec, 1969 19:00:02.005102000 EST,,,,00:00:00:00:00:04,ff:ff:ff:ff:ff:ff
4,31-Dec, 1969 19:00:02.011485000 EST,,,,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff
5,31-Dec, 1969 19:00:02.018204000 EST,,,,00:00:00:00:00:01,ff:ff:ff:ff:ff:ff
6,31-Dec, 1969 19:00:02.024587000 EST,,,,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff
7,31-Dec, 1969 19:00:02.033233000 EST,,,,00:00:00:00:00:03,00:00:00:00:00:02
8,31-Dec, 1969 19:00:02.033233000 EST,192.168.1.2,192.168.1.3,8,00:00:00:00:00:02,00:00:00:00:00:03
9,31-Dec, 1969 19:00:02.037513000 EST,,,,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff
10,31-Dec, 1969 19:00:02.037513000 EST,,,,00:00:00:00:00:02,00:00:00:00:00:03
11,31-Dec, 1969 19:00:02.041793000 EST,192.168.1.3,192.168.1.2,0,00:00:00:00:00:03,00:00:00:00:00:02
12,31-Dec, 1969 19:00:03.000000000 EST,192.168.1.2,192.168.1.3,8,00:00:00:00:00:02,00:00:00:00:00:03
13,31-Dec, 1969 19:00:03.008712000 EST,192.168.1.3,192.168.1.2,0,00:00:00:00:00:03,00:00:00:00:00:02
14,31-Dec, 1969 19:00:04.000000000 EST,192.168.1.2,192.168.1.3,8,00:00:00:00:00:02,00:00:00:00:00:03
15,31-Dec, 1969 19:00:04.008831000 EST,192.168.1.3,192.168.1.2,0,00:00:00:00:00:03,00:00:00:00:00:02